Site,Block,Rep,Family,SeedID,Provenance,HT0,HT2,HT7,HT9,HT 12,DBH7,DBH9,DBH12,Quality_12,X2Yrelativeheight,X7Yrelativeheight,X9Yrelativeheight,X12Yrelativeheight,X9Yrelativedbh,X12Yrelativedbh
Corcovety,4,3,26,DB,Cuilnagleragh,0.3,1.61,6.3,7.4,8.4,6.9,7.6,7.9,4,0.655,0.857142857,0.788888889,0.675,0.35,0.2
Corcovety,4,3,26,DF,Cuilnagleragh,0.29,1.36,6.8,7.8,9.4,5.4,7.8,10,4,0.535,0.93,0.834444444,0.759166667,1.2,0.92
Corcovety,4,3,26,DH,Cuilnagleragh,0.33,1.66,,,,,,,,0.665,,,,,
Corcovety,4,3,26,EB,Cuilnagleragh,0.46,2,7.1,8.3,10.4,8.8,10.2,12,3,0.77,0.948571429,0.871111111,0.828333333,0.7,0.64
Corcovety,4,3,26,EC,Cuilnagleragh,0.65,2.33,8.8,9.7,11.8,3.4,4.1,,3,0.84,1.164285714,1.005555556,0.929166667,0.35,
Corcovety,4,3,26,ED,Cuilnagleragh,0.37,1.68,6.9,7.6,8.4,7.5,8.1,7.9,4,0.655,0.932857143,0.803333333,0.669166667,0.3,0.08
Corcovety,4,3,26,EQ,Cuilnagleragh,0.5,2.08,8.6,9.6,12.6,2.7,2.9,,2,0.7925,1.157857143,1.011666667,1.00875,0.1,
Corcovety,4,3,26,GJ,Cuilnagleragh,0.26,1.42,6.6,7.8,9.7,7.5,8.6,10.1,4,0.58,0.905714286,0.837777778,0.786666667,0.55,0.52
Corcovety,1,1,27,EH,Ballyfarnan,0.56,1.92,6.5,7.5,9.1,7.5,8.5,9.8,4,0.68,0.848571429,0.771111111,0.711666667,0.5,0.46
Corcovety,1,1,27,EJ,Ballyfarnan,0.62,2.2,7.1,8.4,9.7,10.2,10.8,,4,0.79,0.925714286,0.864444444,0.756666667,0.3,
Corcovety,1,1,27,FM,Ballyfarnan,0.6,2.32,6.6,8.2,9.8,9,10.5,12.7,4,0.86,0.857142857,0.844444444,0.766666667,0.75,0.74
Corcovety,1,1,27,FO,Ballyfarnan,0.43,1.46,6.4,8,9.7,9.1,9.2,,4,0.515,0.852857143,0.841111111,0.7725,0.05,
Corcovety,1,1,27,FU,Ballyfarnan,0.39,2.12,6.7,7.3,,8.9,9.5,,,0.865,0.901428571,0.767777778,,0.3,
Corcovety,1,1,27,FV,Ballyfarnan,0.36,1.92,6.1,6.9,7.8,6.2,6.7,8.4,4,0.78,0.82,0.726666667,0.62,0.25,0.44
Corcovety,1,1,27,FW,Ballyfarnan,0.53,1.7,5.9,5.4,,6.2,7.1,,,0.585,0.767142857,0.541111111,,0.45,
Corcovety,1,1,27,FX,Ballyfarnan,0.53,1.45,6.1,7.3,7.4,5.5,5.9,6.6,4,0.4625,0.796428571,0.752777778,0.572916667,0.2,0.22
Corcovety,1,1,27,GB,Ballyfarnan,0.48,2.31,7.4,8.8,8.9,8.9,10.1,11.8,4,0.915,0.988571429,0.924444444,0.701666667,0.6,0.58
Corcovety,2,2,27,EG,Ballyfarnan,0.3,1,5.8,7.5,10.2,6.4,7.4,9.3,4,0.35,0.785714286,0.8,0.825,0.5,0.58
Corcovety,2,2,27,EI,Ballyfarnan,0.57,1.45,6,7.1,10.1,6.7,8.5,10.3,4,0.44,0.775714286,0.725555556,0.794166667,0.9,0.72
Corcovety,2,2,27,ES,Ballyfarnan,0.44,1.78,7,8.2,11.1,8.5,10.2,13.3,3,0.67,0.937142857,0.862222222,0.888333333,0.85,0.96
Corcovety,2,2,27,ET,Ballyfarnan,0.56,1.5,5.4,6.9,9.7,7.3,8.6,10,3,0.47,0.691428571,0.704444444,0.761666667,0.65,0.54
Corcovety,2,2,27,EU,Ballyfarnan,0.53,1.69,5.8,7.1,9.5,8.3,9.7,12.5,3,0.58,0.752857143,0.73,0.7475,0.7,0.84
Corcovety,2,2,27,HA,Ballyfarnan,0.41,0.94,6.5,8,10.4,7.3,8.3,9.9,4,0.265,0.87,0.843333333,0.8325,0.5,0.52
Corcovety,2,2,27,HE,Ballyfarnan,0.64,1.8,7,7.4,10.9,7.7,9.6,12.4,4,0.5825,0.909285714,0.751666667,0.855416667,0.95,0.94
Corcovety,2,2,27,HF,Ballyfarnan,0.55,1.57,5.7,7.1,10.2,7.7,8.7,11.2,3,0.51,0.735714286,0.727777778,0.804166667,0.5,0.7
Corcovety,2,2,27,HG,Ballyfarnan,0.36,0.72,,,,,,,,0.18,,,,,
Corcovety,4,3,27,EK,Ballyfarnan,0.4,1.32,6.2,7.3,10,7.8,8.8,10.4,3,0.46,0.828571429,0.766666667,0.8,0.5,0.52
Corcovety,4,3,27,EL,Ballyfarnan,0.27,1.5,5.3,6.9,9.2,7.6,8.7,10.2,3,0.6175,0.719285714,0.737222222,0.744583333,0.55,0.52
Corcovety,4,3,27,EN,Ballyfarnan,0.29,1.33,5.1,6.4,9.2,7.9,9.3,11.1,4,0.52,0.687142857,0.678888889,0.7425,0.7,0.64
Corcovety,4,3,27,EN,Ballyfarnan,0.44,1.69,6.3,7.6,10.3,8.5,10,11.9,3,0.625,0.837142857,0.795555556,0.821666667,0.75,0.68
Corcovety,4,3,27,EO,Ballyfarnan,0.42,1.84,6.3,7.7,10.1,8.4,9.9,12.3,3,0.7125,0.840714286,0.809444444,0.807083333,0.75,0.78
Corcovety,4,3,27,EP,Ballyfarnan,0.57,1.26,4.7,6,,4.8,5.5,,,0.345,0.59,0.603333333,,0.35,
Corcovety,4,3,27,EQ,Ballyfarnan,0.47,1.58,5.8,7.7,10.4,8.4,9.1,9.4,3,0.555,0.761428571,0.803333333,0.8275,0.35,0.2
Corcovety,4,3,27,ER,Ballyfarnan,0.42,1.68,5.2,6.5,8.6,5.2,5.3,5.5,4,0.63,0.682857143,0.675555556,0.681666667,0.05,0.06
Corcovety,4,3,27,EV,Ballyfarnan,0.47,1.87,6.6,8,11,9.7,11.1,11.8,3,0.7,0.875714286,0.836666667,0.8775,0.7,0.42
Corcovety,1,1,28,AR,Ballyfarnan,0.65,2,7.3,8.3,9.7,8.5,9.3,9.8,3,0.675,0.95,0.85,0.754166667,0.4,0.26
Corcovety,1,1,28,AU,Ballyfarnan,0.76,2.1,7.2,8.1,10.6,8.1,10,12.7,3,0.67,0.92,0.815555556,0.82,0.95,0.92
Corcovety,1,1,28,AV,Ballyfarnan,0.47,1.43,4.8,,,,,,,0.48,0.618571429,,,,
Corcovety,1,1,28,AW,Ballyfarnan,0.73,1.9,7.8,8.4,10.9,9.7,11.1,13.6,4,0.585,1.01,0.852222222,0.8475,0.7,0.78
Corcovety,1,1,28,AX,Ballyfarnan,0.42,1.74,5.9,7.1,9.5,5.8,6.4,7.3,4,0.66,0.782857143,0.742222222,0.756666667,0.3,0.3
Corcovety,1,1,28,AY,Ballyfarnan,0.46,1.63,6,6.8,8.7,7.4,8.2,9.5,4,0.585,0.791428571,0.704444444,0.686666667,0.4,0.42
Corcovety,1,1,28,AZ,Ballyfarnan,0.29,1.71,7.2,8.1,9.5,11,12.6,14.6,3,0.71,0.987142857,0.867777778,0.7675,0.8,0.72
Corcovety,1,1,28,BG,Ballyfarnan,0.55,1.02,6.3,6.9,,6.4,6.5,,,0.235,0.821428571,0.705555556,,0.05,
Corcovety,1,1,28,Z,Ballyfarnan,0.32,1.34,7.7,8.2,10.3,7.2,8,9.3,4,0.51,1.054285714,0.875555556,0.831666667,0.4,0.42
Corcovety,2,2,28,AF,Ballyfarnan,0.39,1.27,4.5,5.5,7.4,6.5,6.7,7.6,4,0.44,0.587142857,0.567777778,0.584166667,0.1,0.22
Corcovety,2,2,28,AG,Ballyfarnan,0.3,1.34,5.3,6.7,9,8.3,10,12.1,4,0.52,0.714285714,0.711111111,0.725,0.85,0.76
Corcovety,2,2,28,AH,Ballyfarnan,0.54,1.67,5.9,7.3,10,8.1,9.4,11.1,4,0.565,0.765714286,0.751111111,0.788333333,0.65,0.6
Corcovety,2,2,28,AT,Ballyfarnan,0.48,1.92,6.3,7.3,10,10.4,11.8,13.2,3,0.72,0.831428571,0.757777778,0.793333333,0.7,0.56
Corcovety,2,2,28,Q,Ballyfarnan,0.28,1.33,6,7.3,9.7,7.6,8.6,10.5,4,0.525,0.817142857,0.78,0.785,0.5,0.58
Corcovety,2,2,28,R,Ballyfarnan,0.66,1.48,5.4,6.6,9,7,7.6,8.9,4,0.41,0.677142857,0.66,0.695,0.3,0.38
Corcovety,2,2,28,S,Ballyfarnan,0.42,0.96,5.2,6.3,8.5,4.1,4.8,6.5,4,0.27,0.682857143,0.653333333,0.673333333,0.35,0.48
Corcovety,2,2,28,T,Ballyfarnan,0.34,1.31,5.1,6.1,9.1,7.2,8.1,10.1,3,0.485,0.68,0.64,0.73,0.45,0.58
Corcovety,2,2,28,Y,Ballyfarnan,0.39,1.02,5.2,6.6,9.4,5.9,7.4,10.2,3,0.315,0.687142857,0.69,0.750833333,0.75,0.86
Corcovety,4,3,28,AB,Ballyfarnan,0.43,1.22,5.7,6.9,9.6,7.5,8.3,9.9,4,0.395,0.752857143,0.718888889,0.764166667,0.4,0.48
Corcovety,4,3,28,AC,Ballyfarnan,0.43,1.6,5.6,6.7,9.4,7.1,8.9,11.1,3,0.585,0.738571429,0.696666667,0.7475,0.9,0.8
Corcovety,4,3,28,CI,Ballyfarnan,0.63,1.69,6.5,7.7,10.1,9.2,9.9,12.4,3,0.53,0.838571429,0.785555556,0.789166667,0.35,0.64
Corcovety,4,3,28,F,Ballyfarnan,0.27,0.72,4.2,5.5,8.4,4.2,5,6.3,4,0.2275,0.562142857,0.581666667,0.677916667,0.4,0.42
Corcovety,4,3,28,FA,Ballyfarnan,0.53,1.5,5.7,7.2,9.3,9.6,10,11.3,4,0.485,0.738571429,0.741111111,0.730833333,0.2,0.34
Corcovety,4,3,28,FK,Ballyfarnan,0.23,1.45,6.1,7.7,10.3,10.4,11.8,14.1,4,0.61,0.838571429,0.83,0.839166667,0.7,0.74
Corcovety,4,3,28,FU,Ballyfarnan,0.25,1.03,6,7.2,10.1,7,8.8,11.8,3,0.39,0.821428571,0.772222222,0.820833333,0.9,0.96
Corcovety,4,3,28,L,Ballyfarnan,0.26,1.14,5.4,5.8,6.7,4.9,4.9,5,4,0.44,0.734285714,0.615555556,0.536666667,,0.02
Corcovety,4,3,28,X,Ballyfarnan,0.3,1.01,5.7,6.6,9.4,5.7,6.8,8.2,3,0.355,0.771428571,0.7,0.758333333,0.55,0.5
Corcovety,1,1,29,CM,Ballyfarnan,0.37,1.9,6.9,8.8,10.8,5.3,6.1,8.4,3,0.765,0.932857143,0.936666667,0.869166667,0.4,0.62
Corcovety,1,1,29,CN,Ballyfarnan,0.4,1.9,7.1,8.6,11.5,9.1,11.4,13.4,4,0.75,0.957142857,0.911111111,0.925,1.15,0.86
Corcovety,1,1,29,CO,Ballyfarnan,0.34,1.33,6.8,8.5,10.5,9.5,10.2,11.1,4,0.495,0.922857143,0.906666667,0.846666667,0.35,0.32
Corcovety,1,1,29,CQ,Ballyfarnan,0.56,0.83,,,,,,,,0.135,,,,,
Corcovety,1,1,29,CR,Ballyfarnan,0.41,1.46,8,8.7,11.8,3.8,4.2,,3,0.525,1.084285714,0.921111111,0.949166667,0.2,
Corcovety,1,1,29,CS,Ballyfarnan,0.48,1.43,6.1,7,8.5,7.2,7.2,7.2,4,0.475,0.802857143,0.724444444,0.668333333,,
Corcovety,1,1,29,CT,Ballyfarnan,0.39,1.46,6.9,8.6,10.7,10.9,12.3,15.1,3,0.535,0.93,0.912222222,0.859166667,0.7,0.84
Corcovety,1,1,29,CZ,Ballyfarnan,0.48,1.33,5,6.4,,7,7.3,,,0.425,0.645714286,0.657777778,,0.15,
Corcovety,1,1,29,W(CP),Ballyfarnan,0.38,,,,,,,,,,,,,,
Corcovety,2,2,29,AC,Ballyfarnan,0.32,0.95,4.3,5.4,7.1,5.4,5.8,6.7,,0.315,0.568571429,0.564444444,0.565,0.2,0.26
Corcovety,2,2,29,AM,Ballyfarnan,0.3,0.92,4,5.3,5.7,3.9,3.9,4,4,0.31,0.528571429,0.555555556,0.45,,0.02
Corcovety,2,2,29,BF(DJ),Ballyfarnan,0.39,,,,6.7,5.2,5.3,5.5,4,,,,0.525833333,0.05,0.06
Corcovety,2,2,29,BY(ED),Ballyfarnan,0.65,,,,8,6.7,6.9,7.3,4,,,,0.6125,0.1,0.12
Corcovety,2,2,29,C,Ballyfarnan,0.28,1.12,4.5,5.6,8.3,6.9,8.4,10,4,0.42,0.602857143,0.591111111,0.668333333,0.75,0.62
Corcovety,2,2,29,DF,Ballyfarnan,0.49,1.18,3.5,,,,,,,0.345,0.43,,,,
Corcovety,2,2,29,E,Ballyfarnan,0.3,1.46,5.1,6.1,8.7,10.1,12,14.6,4,0.5825,0.686428571,0.645,0.700416667,0.95,0.9
Corcovety,2,2,29,FK(EC),Ballyfarnan,0.6,,,,7.1,4.3,4.5,5,4,,,,0.541666667,0.1,0.14
Corcovety,2,2,29,Z,Ballyfarnan,0.24,1.24,5.6,7,9.2,9.6,10,11.1,4,0.5,0.765714286,0.751111111,0.746666667,0.2,0.3
Corcovety,3,3,29,CV,Ballyfarnan,0.58,1.86,6,7.3,,7.3,8.2,,,0.64,0.774285714,0.746666667,,0.45,
Corcovety,3,3,29,CW,Ballyfarnan,0.49,1.6,6.7,8.3,10.3,9.8,10.7,12.5,4,0.555,0.887142857,0.867777778,0.8175,0.45,0.54
Corcovety,3,3,29,CX,Ballyfarnan,0.43,1.59,,,,,,,,0.58,,,,,
Corcovety,3,3,29,CY,Ballyfarnan,0.5,1.97,6,7.6,10.2,7.4,8.4,9.8,4,0.735,0.785714286,0.788888889,0.808333333,0.5,0.48
Corcovety,3,3,29,DD,Ballyfarnan,0.52,1.6,6.9,7.7,9.4,6.4,7.2,8.7,4,0.54,0.911428571,0.797777778,0.74,0.4,0.46
Corcovety,3,3,29,DE,Ballyfarnan,0.59,2.14,7.7,8.7,10.6,12.8,14.3,15.6,1,0.775,1.015714286,0.901111111,0.834166667,0.75,0.56
Corcovety,3,3,29,DG,Ballyfarnan,0.47,1.45,6.8,7.9,10.1,7.6,8.2,10.6,4,0.4925,0.905,0.826111111,0.802916667,0.3,0.6
Corcovety,3,3,29,DH,Ballyfarnan,0.71,1.59,6.6,7.8,9.9,10.3,12,14.5,4,0.44,0.841428571,0.787777778,0.765833333,0.85,0.84
Corcovety,3,3,29,GT,Ballyfarnan,0.69,2.14,6.6,8.1,10.6,9.6,10.4,12.1,3,0.725,0.844285714,0.823333333,0.825833333,0.4,0.5
Corcovety,1,1,30,AI,Ballyfarnan,0.4,1.75,6.5,7.2,9.7,8.3,9.4,10.4,4,0.6775,0.872142857,0.756111111,0.775416667,0.55,0.42
Corcovety,1,1,30,AJ,Ballyfarnan,0.27,1.41,6.5,7.9,10.8,8.5,9.6,11,3,0.57,0.89,0.847777778,0.8775,0.55,0.5
Corcovety,1,1,30,AM,Ballyfarnan,0.37,1.76,7,8.8,10.9,11,12.7,14.3,3,0.695,0.947142857,0.936666667,0.8775,0.85,0.66
Corcovety,1,1,30,AN,Ballyfarnan,0.12,1.68,6.2,7,9.5,9.8,10.5,12.3,3,0.78,0.868571429,0.764444444,0.781666667,0.35,0.5
Corcovety,1,1,30,AO,Ballyfarnan,0.26,1.86,6.8,8.6,11,9,10.2,12.2,3,0.8,0.934285714,0.926666667,0.895,0.6,0.64
Corcovety,1,1,30,AP,Ballyfarnan,0.5,1.5,6.3,7.4,10.4,10,11.4,12.4,4,0.5,0.828571429,0.766666667,0.825,0.7,0.48
Corcovety,1,1,30,AY,Ballyfarnan,0.48,1.32,5.5,6.5,9.3,5.8,7.4,9.9,3,0.42,0.717142857,0.668888889,0.735,0.8,0.82
Corcovety,1,1,30,CY,Ballyfarnan,0.26,0.98,4.9,5.5,,5.3,5.5,,,0.36,0.662857143,0.582222222,,0.1,
Corcovety,1,1,30,CZ,Ballyfarnan,0.32,1.42,6.5,7.9,10.2,9.5,10.8,12.5,3,0.55,0.882857143,0.842222222,0.823333333,0.65,0.6
Corcovety,2,2,30,AU,Ballyfarnan,0.14,1.53,7.3,8.5,10.7,7.7,9.5,11.8,3,0.695,1.022857143,0.928888889,0.88,0.9,0.82
Corcovety,2,2,30,AV,Ballyfarnan,0.4,1.75,7,7.9,10.2,7.6,8.8,11.2,2,0.675,0.942857143,0.833333333,0.816666667,0.6,0.72
Corcovety,2,2,30,AW,Ballyfarnan,0.32,1.42,7.1,8,9.7,8.4,9,10,4,0.55,0.968571429,0.853333333,0.781666667,0.3,0.32
Corcovety,2,2,30,AX,Ballyfarnan,0.18,1.26,4.9,5.3,,6.5,6.7,,,0.54,0.674285714,0.568888889,,0.1,
Corcovety,2,2,30,EE,Ballyfarnan,0.21,1.06,6.5,8.1,10.6,7,8,10.2,3,0.425,0.898571429,0.876666667,0.865833333,0.5,0.64
Corcovety,2,2,30,EF,Ballyfarnan,0.24,1.77,6.9,7.5,10.6,9.5,11.3,14,4,0.765,0.951428571,0.806666667,0.863333333,0.9,0.9
Corcovety,2,2,30,EG,Ballyfarnan,0.16,1.69,6.5,8.1,10.3,7.7,8.2,9.5,4,0.765,0.905714286,0.882222222,0.845,0.25,0.36
Corcovety,2,2,30,GX,Ballyfarnan,0.49,1.15,4.8,,,,,,,0.33,0.615714286,,,,
Corcovety,2,2,30,GZ,Ballyfarnan,0.45,1.63,6.6,7.8,10.5,6.7,7.8,9.1,4,0.59,0.878571429,0.816666667,0.8375,0.55,0.48
Corcovety,3,3,30,AE,Ballyfarnan,0.27,1.45,6,7.4,10,6.9,8.6,11.2,3,0.59,0.818571429,0.792222222,0.810833333,0.85,0.86
Corcovety,3,3,30,AF,Ballyfarnan,0.41,1.57,6.2,8,10.2,9.8,10.9,12.3,3,0.5825,0.827857143,0.843888889,0.81625,0.55,0.5
Corcovety,3,3,30,AG,Ballyfarnan,0.44,0.76,,,,,,,,0.16,,,,,
Corcovety,3,3,30,AH,Ballyfarnan,0.32,1.21,6.2,7.7,10.3,10.3,11.5,11.7,3,0.4475,0.840714286,0.820555556,0.832083333,0.6,0.28
Corcovety,3,3,30,AZ,Ballyfarnan,0.37,1.16,6.2,7.7,10.1,7.6,8.5,10.4,4,0.395,0.832857143,0.814444444,0.810833333,0.45,0.56
Corcovety,3,3,30,CS,Ballyfarnan,0.36,1.21,5.2,6.6,9.3,7.5,8.3,9.5,4,0.425,0.691428571,0.693333333,0.745,0.4,0.4
Corcovety,3,3,30,CW,Ballyfarnan,0.22,1.6,5.9,7.6,10.3,8.2,9.6,11.9,3,0.6925,0.812142857,0.820555556,0.840416667,0.7,0.74
Corcovety,3,3,30,CX,Ballyfarnan,0.39,1.48,5.9,7.6,10.3,8.8,10.3,13.1,3,0.545,0.787142857,0.801111111,0.825833333,0.75,0.86
Corcovety,3,3,30,H,Ballyfarnan,0.28,1.46,4.8,6.4,7.1,5.4,5.8,6.7,4,0.59,0.645714286,0.68,0.568333333,0.2,0.26
Corcovety,1,1,31,CS,Ballyfarnan,0.54,1.69,6.2,7.5,9.6,7.8,9,9.7,4,0.575,0.808571429,0.773333333,0.755,0.6,0.38
Corcovety,1,1,31,CW,Ballyfarnan,0.53,2.5,6.8,8.1,10.3,11.1,12.6,14.6,4,0.985,0.895714286,0.841111111,0.814166667,0.75,0.7
Corcovety,1,1,31,CX,Ballyfarnan,0.45,1.7,6.5,7.2,7.9,5.1,6.2,6.5,4,0.625,0.864285714,0.75,0.620833333,0.55,0.28
Corcovety,1,1,31,DA,Ballyfarnan,0.56,1.82,6.3,7.6,9.3,7.9,8.9,9.7,3,0.63,0.82,0.782222222,0.728333333,0.5,0.36
Corcovety,1,1,31,DB,Ballyfarnan,0.5,1.9,6.4,8.2,10.5,11,12.4,14.7,4,0.7,0.842857143,0.855555556,0.833333333,0.7,0.74
Corcovety,1,1,31,DE,Ballyfarnan,0.54,1.73,7.3,8.6,10.2,8.8,10.4,13.1,2,0.595,0.965714286,0.895555556,0.805,0.8,0.86
Corcovety,1,1,31,DF,Ballyfarnan,0.6,1.71,6.8,8.4,10.2,10.2,12.7,14.8,4,0.5575,0.886428571,0.867222222,0.800416667,1.25,0.92
Corcovety,1,1,31,DI,Ballyfarnan,0.27,1.15,,,,,,,,0.4425,,,,,
Corcovety,1,1,31,DJ,Ballyfarnan,0.35,1.36,6.3,7.7,8.9,7.6,8.6,10.1,3,0.505,0.85,0.816666667,0.7125,0.5,0.5
Corcovety,2,2,31,BX,Ballyfarnan,0.3,0.76,,,,,,,,0.23,,,,,
Corcovety,2,2,31,CK,Ballyfarnan,0.4,1.15,5.7,7.4,9.2,6.9,8.1,10.3,4,0.375,0.757142857,0.777777778,0.733333333,0.6,0.68
Corcovety,2,2,31,CM(DC),Ballyfarnan,0.35,,,,,,,,,,,,,,
Corcovety,2,2,31,DG,Ballyfarnan,0.37,1.35,6.1,7.4,9.7,10.2,12.2,14.7,4,0.4925,0.819285714,0.781666667,0.777916667,1,0.9
Corcovety,2,2,31,EO,Ballyfarnan,0.43,0.76,5.4,6.9,8.9,6.3,7,8.7,4,0.1675,0.710714286,0.719444444,0.70625,0.35,0.48
Corcovety,2,2,31,ES,Ballyfarnan,0.46,1.38,5.2,6.1,9.1,8.5,11,12.7,4,0.46,0.677142857,0.626666667,0.72,1.25,0.84
Corcovety,2,2,31,EW,Ballyfarnan,0.22,0.52,,,,,,,,0.1525,,,,,
Corcovety,2,2,31,FH,Ballyfarnan,0.52,1.54,5.8,7,9.9,9.2,10.4,12.5,4,0.5125,0.755,0.720555556,0.782083333,0.6,0.66
Corcovety,2,2,31,I,Ballyfarnan,0.6,0.87,,,,,,,,0.135,,,,,
Corcovety,3,3,31,BD,Ballyfarnan,0.6,1.88,6.6,7.9,10.2,12.1,13.8,16.8,3,0.64,0.857142857,0.811111111,0.8,0.85,0.94
Corcovety,3,3,31,CC,Ballyfarnan,0.44,1.66,6,7.6,10,7.3,8.4,9.9,3,0.61,0.794285714,0.795555556,0.796666667,0.55,0.52
Corcovety,3,3,31,CD,Ballyfarnan,0.51,0.7,5.1,6.7,7.4,,,4.5,4,0.095,0.655714286,0.687777778,0.574166667,,0.9
Corcovety,3,3,31,CG,Ballyfarnan,0.59,1.7,5.8,7.4,10.3,6.5,7.7,9.2,4,0.555,0.744285714,0.756666667,0.809166667,0.6,0.54
Corcovety,3,3,31,CH,Ballyfarnan,0.53,1,6.6,8.3,10.6,9.9,11.5,14.1,3,0.235,0.867142857,0.863333333,0.839166667,0.8,0.84
Corcovety,3,3,31,CL,Ballyfarnan,0.49,1.04,5.7,7.2,8.7,5.7,6.6,,4,0.275,0.744285714,0.745555556,0.684166667,0.45,
Corcovety,3,3,31,CO,Ballyfarnan,0.33,1.18,5.3,6.1,7.1,4.6,5.2,5.3,4,0.425,0.71,0.641111111,0.564166667,0.3,0.14
Corcovety,3,3,31,CP,Ballyfarnan,0.65,2.18,7,8,10.7,10.6,12,15,3,0.765,0.907142857,0.816666667,0.8375,0.7,0.88
Corcovety,3,3,31,CT,Ballyfarnan,0.6,1.36,5.2,,,,,,,0.38,0.657142857,,,,
Corcovety,1,1,32,AG,Ballyfarnan,0.65,1.56,6.6,8.3,10.6,8,9.3,11.4,3,0.4575,0.850714286,0.850555556,0.829583333,0.65,0.68
Corcovety,1,1,32,CM,Ballyfarnan,0.48,1.12,5.6,6.9,8.7,6.3,7.1,8.4,4,0.32,0.731428571,0.713333333,0.685,0.4,0.42
Corcovety,1,1,32,FG,Ballyfarnan,0.52,1.47,5.7,6.7,,6.2,7.1,,,0.475,0.74,0.686666667,,0.45,
Corcovety,1,1,32,FK,Ballyfarnan,0.54,1.35,5.2,6.7,,7.2,7.3,,,0.405,0.665714286,0.684444444,,0.05,
Corcovety,1,1,32,GE,Ballyfarnan,0.39,1.52,5.9,7.6,8.8,6.5,7.8,10,4,0.565,0.787142857,0.801111111,0.700833333,0.65,0.7
Corcovety,1,1,32,GI,Ballyfarnan,0.39,1.29,7,11.1,10.5,10.8,11.9,13.8,4,0.45,0.944285714,1.19,0.8425,0.55,0.6
Corcovety,1,1,32,GM,Ballyfarnan,0.64,1.77,6.9,8,8.5,4.9,6.2,8.2,4,0.5675,0.895,0.818333333,0.655416667,0.65,0.66
Corcovety,1,1,32,GQ,Ballyfarnan,0.4,1.54,6.3,7.2,10.1,7.5,8.6,10.3,4,0.57,0.842857143,0.755555556,0.808333333,0.55,0.56
Corcovety,1,1,32,R(GA),Ballyfarnan,0.39,,,,,,,,,,,,,,
Corcovety,2,2,32,BI,Ballyfarnan,0.51,1.7,6.3,7.5,10.2,9,9.3,9.6,4,0.595,0.827142857,0.776666667,0.8075,0.15,0.12
Corcovety,2,2,32,EI,Ballyfarnan,0.44,1.17,6.5,6.8,8.6,6,6.8,7.2,4,0.365,0.865714286,0.706666667,0.68,0.4,0.24
Corcovety,2,2,32,EQ,Ballyfarnan,0.73,2.27,7.3,8.6,11.9,11.2,13.4,16.3,3,0.77,0.938571429,0.874444444,0.930833333,1.1,1.02
Corcovety,2,2,32,EU,Ballyfarnan,0.51,1.48,6.4,7.3,10.6,6.1,8.2,10.3,4,0.485,0.841428571,0.754444444,0.840833333,1.05,0.84
Corcovety,2,2,32,EY,Ballyfarnan,0.65,1.86,7.3,8.3,12.1,9.5,11.2,13.9,3,0.605,0.95,0.85,0.954166667,0.85,0.88
Corcovety,2,2,32,FC,Ballyfarnan,0.48,1.69,7.5,9,12.6,8.5,9.4,10.3,3,0.6075,1.003571429,0.947222222,1.010416667,0.45,0.36
Corcovety,2,2,32,FO,Ballyfarnan,0.6,1.93,6.5,8.1,11.4,9.6,11.1,13.5,4,0.665,0.842857143,0.833333333,0.9,0.75,0.78
Corcovety,2,2,32,FS,Ballyfarnan,0.25,1.47,6.6,7.7,11.1,9.3,10.3,11.1,4,0.61,0.907142857,0.827777778,0.904166667,0.5,0.36
Corcovety,2,2,32,FW,Ballyfarnan,0.57,1.77,6.8,8,9.3,7.5,8,8,4,0.6,0.89,0.825555556,0.7275,0.25,0.1
Corcovety,4,3,32,B(AH),Ballyfarnan,0.34,,,,,,,,,,,,,,
Corcovety,4,3,32,BF,Ballyfarnan,0.55,1.87,6.6,8.2,10.5,7.7,9.3,12,3,0.66,0.864285714,0.85,0.829166667,0.8,0.86
Corcovety,4,3,32,EM,Ballyfarnan,0.46,1.56,7,8.7,11,7.9,9.5,12.2,2,0.55,0.934285714,0.915555556,0.878333333,0.8,0.86
Corcovety,4,3,32,EN,Ballyfarnan,0.19,0.95,5,6.5,9,4.4,5.7,7.8,4,0.38,0.687142857,0.701111111,0.734166667,0.65,0.68
Corcovety,4,3,32,GU,Ballyfarnan,0.37,1.53,6.8,8.1,10.8,8.2,8.8,9.9,4,0.58,0.918571429,0.858888889,0.869166667,0.3,0.34
Corcovety,4,3,32,GY,Ballyfarnan,0.35,1.03,4.8,5.9,7.7,4.7,5,5.1,4,0.34,0.635714286,0.616666667,0.6125,0.15,0.08
Corcovety,4,3,32,O,Ballyfarnan,0.45,1.75,6.8,7.7,10,9.4,10.4,12.2,4,0.65,0.907142857,0.805555556,0.795833333,0.5,0.56
Corcovety,4,3,32,S,Ballyfarnan,0.55,1.9,7.2,8.5,10.7,9.1,10.5,12.8,3,0.675,0.95,0.883333333,0.845833333,0.7,0.74
Corcovety,4,3,32,W,Ballyfarnan,0.52,1.79,7.5,8.5,10.9,10,11.5,14.1,3,0.635,0.997142857,0.886666667,0.865,0.75,0.82
Corcovety,1,1,33,AN,Ballyfarnan,0.19,0.8,,,,,,,,0.305,,,,,
Corcovety,1,1,33,AS,Ballyfarnan,0.33,1.56,6.9,8.1,10.4,10.1,11.3,11.3,3,0.615,0.938571429,0.863333333,0.839166667,0.6,0.24
