Site,Block,Rep,Family,SeedID,Provenance,HT0,HT2,HT7,HT9,HT 12,DBH7,DBH9,DBH12,Quality_12,X2Yrelativeheight,X7Yrelativeheight,X9Yrelativeheight,X12Yrelativeheight,X9Yrelativedbh,X12Yrelativedbh
Corcovety,1,1,33,AT,Ballyfarnan,0.21,1.74,6.8,7.8,10.2,9.7,11.3,13,4,0.765,0.941428571,0.843333333,0.8325,0.8,0.66
Corcovety,1,1,33,AV,Ballyfarnan,0.22,1.47,6.8,8.2,10.4,8.4,9.8,13.2,3,0.625,0.94,0.886666667,0.848333333,0.7,0.96
Corcovety,1,1,33,AW,Ballyfarnan,0.27,1.41,6,7.8,9.7,8.1,8.9,10.7,4,0.57,0.818571429,0.836666667,0.785833333,0.4,0.52
Corcovety,1,1,33,BA,Ballyfarnan,0.46,1.77,6.9,8,10.9,9.6,11.1,13.5,3,0.655,0.92,0.837777778,0.87,0.75,0.78
Corcovety,1,1,33,BB,Ballyfarnan,0.53,2.11,7.2,7.7,11,7.8,9.3,11.3,4,0.79,0.952857143,0.796666667,0.8725,0.75,0.7
Corcovety,1,1,33,BC,Ballyfarnan,0.43,1.74,6.9,7.5,10.3,8.3,9.1,11.4,4,0.655,0.924285714,0.785555556,0.8225,0.4,0.62
Corcovety,1,1,33,BG,Ballyfarnan,0.6,1.85,7.3,8.4,10.4,11.8,12.9,14.7,3,0.625,0.957142857,0.866666667,0.816666667,0.55,0.58
Corcovety,1,1,34,DC,Ballyfarnan,0.24,1.55,6.6,7.9,10.1,6.2,7.3,8.9,4,0.655,0.908571429,0.851111111,0.821666667,0.55,0.54
Corcovety,1,1,34,DD,Ballyfarnan,0.25,1.39,7.1,8.3,11.2,8.7,9.8,12.4,2,0.57,0.978571429,0.894444444,0.9125,0.55,0.74
Corcovety,1,1,34,DE,Ballyfarnan,0.26,1.59,6.5,8,10.3,7.2,8.3,9.7,4,0.665,0.891428571,0.86,0.836666667,0.55,0.5
Corcovety,1,1,34,DG,Ballyfarnan,0.31,1.6,5.8,6.7,7.8,5.3,5.7,6,4,0.645,0.784285714,0.71,0.624166667,0.2,0.14
Corcovety,1,1,34,DH,Ballyfarnan,0.54,1.63,6.3,7.4,10,7.8,9.2,10.3,4,0.545,0.822857143,0.762222222,0.788333333,0.7,0.5
Corcovety,1,1,34,DI,Ballyfarnan,0.24,1.4,6,7.3,9.6,6.7,7.5,8.7,4,0.58,0.822857143,0.784444444,0.78,0.4,0.4
Corcovety,1,1,34,DJ,Ballyfarnan,0.2,1.88,6.5,8,10.1,8,9,10.3,3,0.84,0.9,0.866666667,0.825,0.5,0.46
Corcovety,1,1,34,DL,Ballyfarnan,0.42,1.9,6.8,8.3,10.8,8,9,10.5,4,0.74,0.911428571,0.875555556,0.865,0.5,0.5
Corcovety,1,1,34,DM,Ballyfarnan,0.5,1.94,7.3,8.6,11.6,8.6,10.4,13.3,2,0.72,0.971428571,0.9,0.925,0.9,0.94
Corcovety,2,2,34,AU,Ballyfarnan,0.4,1.06,6,7.1,9.8,5.6,8.6,8.9,3,0.3325,0.800714286,0.745,0.78375,1.5,0.66
Corcovety,2,2,34,AV,Ballyfarnan,0.32,1.21,5.2,6.5,9.9,6.5,7,8.3,3,0.445,0.697142857,0.686666667,0.798333333,0.25,0.36
Corcovety,2,2,34,BN,Ballyfarnan,0.37,1.23,5.6,6.6,8,4.2,4.8,5.3,4,0.43,0.747142857,0.692222222,0.635833333,0.3,0.22
Corcovety,2,2,34,CY,Ballyfarnan,0.45,0.67,4,,,,,,,0.11,0.507142857,,,,
Corcovety,2,2,34,CZ,Ballyfarnan,0.37,1.45,5.4,6.7,9.6,6.2,7.5,9.3,4,0.54,0.718571429,0.703333333,0.769166667,0.65,0.62
Corcovety,2,2,34,DB,Ballyfarnan,0.32,1.82,6.5,7.4,10.5,8.6,10.2,12.1,3,0.75,0.882857143,0.786666667,0.848333333,0.8,0.7
Corcovety,2,2,34,DF,Ballyfarnan,0.33,0.83,5.2,6.9,9.1,5.3,5.7,6.5,4,0.25,0.695714286,0.73,0.730833333,0.2,0.24
Corcovety,2,2,34,EF,Ballyfarnan,0.35,1,5,6.1,9,,,8.3,3,0.325,0.664285714,0.638888889,0.720833333,,1.66
Corcovety,2,2,34,GO,Ballyfarnan,0.46,1.41,4.3,5.9,8.3,6.1,6.4,7.5,4,0.475,0.548571429,0.604444444,0.653333333,0.15,0.28
Corcovety,3,3,34,DK,Ballyfarnan,0.27,2.15,7,8.1,10.5,9,11.5,14.5,3,0.94,0.961428571,0.87,0.8525,1.25,1.1
Corcovety,3,3,34,DN,Ballyfarnan,0.25,2,6.1,7.5,9.9,6.2,7.8,9.6,4,0.875,0.835714286,0.805555556,0.804166667,0.8,0.68
Corcovety,3,3,34,DO,Ballyfarnan,0.35,1.99,6.8,8.4,10.7,8.3,9.5,11.7,4,0.82,0.921428571,0.894444444,0.8625,0.6,0.68
Corcovety,3,3,34,DP,Ballyfarnan,0.28,2,6.8,8,10,9.6,10.5,12.3,3,0.86,0.931428571,0.857777778,0.81,0.45,0.54
Corcovety,3,3,34,DQ,Ballyfarnan,0.34,2.15,6.5,7.7,9.8,8,9,9.7,4,0.905,0.88,0.817777778,0.788333333,0.5,0.34
Corcovety,3,3,34,DR,Ballyfarnan,0.3,2.28,6.3,7.5,8.6,4.9,6,7.2,4,0.99,0.857142857,0.8,0.691666667,0.55,0.46
Corcovety,3,3,34,DT,Ballyfarnan,0.29,2,7.2,7.6,10.5,10.5,12.3,13.3,1,0.855,0.987142857,0.812222222,0.850833333,0.9,0.56
Corcovety,3,3,34,DU,Ballyfarnan,0.3,1.84,6.2,7.7,9.9,8,9,11,4,0.7725,0.843571429,0.822777778,0.800416667,0.5,0.6
Corcovety,3,3,34,DV,Ballyfarnan,0.37,2.28,5.8,8.5,9.8,8.4,8.7,9.2,4,0.955,0.775714286,0.903333333,0.785833333,0.15,0.16
Corcovety,1,1,35,BF,Ballyfarnan,0.56,1.9,7.7,9.4,11.6,8.2,9.8,13,4,0.67,1.02,0.982222222,0.92,0.8,0.96
Corcovety,1,1,35,BJ,Ballyfarnan,0.38,1.9,8.6,10.2,12,10.8,12.9,16.2,1,0.76,1.174285714,1.091111111,0.968333333,1.05,1.08
Corcovety,1,1,35,EZ,Ballyfarnan,0.46,1.2,6.8,8.5,10.6,7.5,7.9,8.3,4,0.37,0.905714286,0.893333333,0.845,0.2,0.16
Corcovety,1,1,35,FC,Ballyfarnan,0.52,0.72,,,,,,,,0.1,,,,,
Corcovety,1,1,35,FD,Ballyfarnan,0.43,1.83,7.2,9.1,10.8,8.5,9.6,9.9,4,0.7,0.967142857,0.963333333,0.864166667,0.55,0.28
Corcovety,1,1,35,FE,Ballyfarnan,0.52,1.58,6.6,8.5,10.8,10.4,11.3,13.6,4,0.53,0.868571429,0.886666667,0.856666667,0.45,0.64
Corcovety,1,1,35,FF,Ballyfarnan,0.47,1.5,7.5,9.1,11.4,7,7.2,8.3,4,0.515,1.004285714,0.958888889,0.910833333,0.1,0.26
Corcovety,1,1,35,FG,Ballyfarnan,0.54,1.5,7.2,7.6,10.1,5,6.5,7.5,4,0.48,0.951428571,0.784444444,0.796666667,0.75,0.5
Corcovety,1,1,35,FH,Ballyfarnan,0.49,1.2,6.2,8.4,10.9,6.9,8.1,10.4,4,0.355,0.815714286,0.878888889,0.8675,0.6,0.7
Corcovety,2,2,35,AP,Ballyfarnan,0.52,1.31,5.9,7.8,10.2,7.5,8.7,11.6,3,0.395,0.768571429,0.808888889,0.806666667,0.6,0.82
Corcovety,2,2,35,AT,Ballyfarnan,0.46,0.96,5.8,7.4,9.7,8.5,9.1,,3,0.25,0.762857143,0.771111111,0.77,0.3,
Corcovety,2,2,35,AX,Ballyfarnan,0.55,1.25,6.1,7.2,9.6,6.7,8,9.4,3,0.35,0.792857143,0.738888889,0.754166667,0.65,0.54
Corcovety,2,2,35,BB,Ballyfarnan,0.43,0.85,4.7,,,,,,,0.21,0.61,,,,
Corcovety,2,2,35,EW,Ballyfarnan,0.35,1.17,5.3,7.5,9.5,7.1,8.1,8.5,4,0.4125,0.707857143,0.795,0.762916667,0.5,0.28
Corcovety,2,2,35,EX,Ballyfarnan,0.55,1.4,7,8.1,10.1,11.3,13.1,15.5,4,0.425,0.921428571,0.838888889,0.795833333,0.9,0.84
Corcovety,2,2,35,EY,Ballyfarnan,0.4,1.17,5.6,7.1,9.4,5.8,6.2,8.1,4,0.385,0.742857143,0.744444444,0.75,0.2,0.46
Corcovety,2,2,35,FA,Ballyfarnan,0.51,1.2,6,7.5,10.1,6.8,8.3,9.4,3,0.345,0.784285714,0.776666667,0.799166667,0.75,0.52
Corcovety,2,2,35,FB,Ballyfarnan,0.56,1.7,5.9,8,10.5,9.3,10.7,12.8,3,0.57,0.762857143,0.826666667,0.828333333,0.7,0.7
Corcovety,2,3,35,AD,Ballyfarnan,0.59,1.62,6.8,7.6,10.2,9.8,11,12.1,3,0.515,0.887142857,0.778888889,0.800833333,0.6,0.46
Corcovety,2,3,35,AH,Ballyfarnan,0.565,1.66,5.5,7.1,9.2,8,9.5,10.2,4,0.5475,0.705,0.726111111,0.719583333,0.75,0.44
Corcovety,2,3,35,AL,Ballyfarnan,0.535,1.65,6.8,8,11,10.5,11.9,13.9,4,0.5575,0.895,0.829444444,0.872083333,0.7,0.68
Corcovety,2,3,35,AU,Ballyfarnan,0.44,1.46,6.3,8,10.5,9.3,10.8,12.2,4,0.51,0.837142857,0.84,0.838333333,0.75,0.58
Corcovety,2,3,35,CY(EV),Ballyfarnan,0.3,,,,,,,,,,,,,,
Corcovety,2,3,35,ER,Ballyfarnan,0.6,1.64,6.9,8.2,10.7,7.8,9.1,11.9,2,0.52,0.9,0.844444444,0.841666667,0.65,0.82
Corcovety,2,3,35,ET,Ballyfarnan,0.48,1.7,6.7,8.1,10.2,9.5,10.8,12.8,3,0.61,0.888571429,0.846666667,0.81,0.65,0.66
Corcovety,2,3,35,EU,Ballyfarnan,0.53,2.04,7.4,8.7,11.2,11,12.7,15.7,3,0.755,0.981428571,0.907777778,0.889166667,0.85,0.94
Corcovety,2,3,35,I(ES),Ballyfarnan,0.41,,,,,,,,,,,,,,
Corcovety,1,1,36,A,Ballyfarnan,0.63,1.53,7.2,8.2,11,8.4,9.8,12.1,3,0.45,0.938571429,0.841111111,0.864166667,0.7,0.74
Corcovety,1,1,36,AC,Ballyfarnan,0.54,1.52,6.7,8.3,10.9,9,10,11.9,4,0.49,0.88,0.862222222,0.863333333,0.5,0.58
Corcovety,1,1,36,AG,Ballyfarnan,0.59,1.68,7.6,8.3,10.6,9.4,10.8,13.2,3,0.545,1.001428571,0.856666667,0.834166667,0.7,0.76
Corcovety,1,1,36,AI,Ballyfarnan,0.63,1.68,6.9,8.4,11.1,9.2,10.5,12.7,3,0.5275,0.896428571,0.863888889,0.872916667,0.65,0.7
Corcovety,1,1,36,AM,Ballyfarnan,0.45,1.19,7,8.6,10.7,7,8.1,10.2,3,0.37,0.935714286,0.905555556,0.854166667,0.55,0.64
Corcovety,1,1,36,AU,Ballyfarnan,0.47,1.42,5.9,7.2,9.1,6,6.8,7.3,4,0.475,0.775714286,0.747777778,0.719166667,0.4,0.26
Corcovety,1,1,36,BY,Ballyfarnan,0.38,1.07,6.5,7.6,10.4,5.4,8.6,10.2,3,0.345,0.874285714,0.802222222,0.835,1.6,0.96
Corcovety,1,1,36,CC,Ballyfarnan,0.6,1.36,6.5,7.7,8.7,5.9,6,6.1,4,0.38,0.842857143,0.788888889,0.675,0.05,0.04
Corcovety,1,1,36,CS,Ballyfarnan,0.54,1.37,6.9,7.7,10.9,6.9,8.3,10.7,3,0.413,0.908,0.795111111,0.863,0.7,0.76
Corcovety,2,2,36,AE,Ballyfarnan,0.37,1.43,6.1,7.5,9.9,6.6,8.3,11.2,3,0.53,0.818571429,0.792222222,0.794166667,0.85,0.92
Corcovety,2,2,36,AK,Ballyfarnan,0.55,1.62,6.3,7.7,10.1,7.8,9.4,11.2,3,0.535,0.821428571,0.794444444,0.795833333,0.8,0.68
Corcovety,2,2,36,AQ,Ballyfarnan,0.38,1.49,6.7,8.3,10.8,10.7,11.6,12.3,3,0.5575,0.903571429,0.880555556,0.86875,0.45,0.32
Corcovety,2,2,36,BZ(AA),Ballyfarnan,0.5,,,,9.8,7.5,8,8,4,,,,0.775,0.25,0.1
Corcovety,2,2,36,CG,Ballyfarnan,0.56,1,4.5,5.7,7.9,5.3,5.4,5.5,4,0.22,0.562857143,0.571111111,0.611666667,0.05,0.04
Corcovety,2,2,36,DI,Ballyfarnan,0.66,2,4.7,6.4,9.2,6.8,7.8,9.1,4,0.67,0.577142857,0.637777778,0.711666667,0.5,0.46
Corcovety,2,2,36,DM,Ballyfarnan,0.64,1.83,6.8,8.1,11,7.6,9.1,12.2,3,0.595,0.88,0.828888889,0.863333333,0.75,0.92
Corcovety,2,2,36,EQ(AY),Ballyfarnan,0.52,,,,10.2,7.2,7.8,8.5,4,,,,0.806666667,0.3,0.26
Corcovety,2,2,36,GK,Ballyfarnan,0.7,2.03,7.3,8.5,11.6,10.6,12.2,14.7,3,0.665,0.942857143,0.866666667,0.908333333,0.8,0.82
Corcovety,4,3,36,AT,Ballyfarnan,0.6,1.7,7.4,8.7,11.5,8.5,9.6,11.2,4,0.55,0.971428571,0.9,0.908333333,0.55,0.54
Corcovety,4,3,36,AX,Ballyfarnan,0.43,1.5,8.2,8.6,11,4.5,4.7,,3,0.535,1.11,0.907777778,0.880833333,0.1,
Corcovety,4,3,36,BB,Ballyfarnan,0.59,1.8,7,8.1,11.2,9.4,10.7,12.7,3,0.605,0.915714286,0.834444444,0.884166667,0.65,0.66
Corcovety,4,3,36,BG,Ballyfarnan,0.76,1.96,6.8,7.9,10.8,8,8.7,10.3,4,0.6025,0.863571429,0.793888889,0.837083333,0.35,0.46
Corcovety,4,3,36,BJ,Ballyfarnan,0.65,1.7,7,8.4,11.1,8.8,9.9,11.6,4,0.525,0.907142857,0.861111111,0.870833333,0.55,0.56
Corcovety,4,3,36,BR,Ballyfarnan,0.53,1.5,5.8,7.1,9.8,6.3,7.4,8.3,4,0.485,0.752857143,0.73,0.7725,0.55,0.4
Corcovety,4,3,36,BS,Ballyfarnan,0.7,1.32,7.2,8.1,10.9,8.6,9.4,11.3,3,0.31,0.928571429,0.822222222,0.85,0.4,0.54
Corcovety,4,3,36,GO,Ballyfarnan,0.53,1.7,6.9,7.7,11.1,7.2,,7.9,4,0.585,0.91,0.796666667,0.880833333,,0.14
Corcovety,4,3,36,GW,Ballyfarnan,0.56,1.61,7.3,8.5,11.7,7,7.6,9,4,0.525,0.962857143,0.882222222,0.928333333,0.3,0.4
Corcovety,1,1,37,BI,Ballyfarnan,0.33,1.65,6.4,7.1,9.8,7,7.9,9,4,0.66,0.867142857,0.752222222,0.789166667,0.45,0.4
Corcovety,1,1,37,BJ,Ballyfarnan,0.29,1.86,7.7,8.6,11,7.6,9.9,12,4,0.785,1.058571429,0.923333333,0.8925,1.15,0.88
Corcovety,1,1,37,BL,Ballyfarnan,0.2,1.85,6.8,7.8,10.3,8.2,9,10.5,3,0.825,0.942857143,0.844444444,0.841666667,0.4,0.46
Corcovety,1,1,37,BM,Ballyfarnan,0.32,2.07,7.4,8.1,10.7,8.5,10.3,13.5,3,0.8775,1.012142857,0.865,0.865416667,0.9,1
Corcovety,1,1,37,BN,Ballyfarnan,0.48,1.17,6.8,8,10.7,8.2,9.5,11.7,4,0.345,0.902857143,0.835555556,0.851666667,0.65,0.7
Corcovety,1,1,37,BP,Ballyfarnan,0.29,1.28,6.5,7.4,10.1,9.5,10.7,11.2,4,0.495,0.887142857,0.79,0.8175,0.6,0.34
Corcovety,1,1,37,BQ,Ballyfarnan,0.44,1.2,7.5,8.7,11.7,9.9,10.9,13,4,0.38,1.008571429,0.917777778,0.938333333,0.5,0.62
Corcovety,1,1,37,BR,Ballyfarnan,0.67,1.74,8,9.2,10.7,10.4,11.8,14.5,4,0.535,1.047142857,0.947777778,0.835833333,0.7,0.82
Corcovety,1,1,37,BW(BO),Ballyfarnan,0.55,,,,,,,,,,,,,,
Corcovety,2,2,37,BA,Ballyfarnan,0.39,1.99,6.9,8.2,10.3,11.5,13.1,15.5,4,0.8,0.93,0.867777778,0.825833333,0.8,0.8
Corcovety,2,2,37,BC,Ballyfarnan,0.39,1.68,6.1,7.5,9.6,10.4,12,,4,0.645,0.815714286,0.79,0.7675,0.8,
Corcovety,2,2,37,BD,Ballyfarnan,0.64,1.7,6.4,7.7,9.8,6.4,8.4,11.2,3,0.53,0.822857143,0.784444444,0.763333333,1,0.96
Corcovety,2,2,37,BE,Ballyfarnan,0.26,0.65,,,,,,,,0.195,,,,,
Corcovety,2,2,37,BF,Ballyfarnan,0.47,1.51,6.9,7.3,9.6,8.2,9.7,12.1,3,0.52,0.918571429,0.758888889,0.760833333,0.75,0.78
Corcovety,2,2,37,BG,Ballyfarnan,0.59,0.97,5,6.5,8.9,5.1,6.1,8.1,4,0.19,0.63,0.656666667,0.6925,0.5,0.6
Corcovety,2,2,37,BH,Ballyfarnan,0.72,1.16,5.3,7,9.7,7.5,7.8,8.3,3,0.22,0.654285714,0.697777778,0.748333333,0.15,0.16
Corcovety,2,2,37,BK,Ballyfarnan,0.47,1.66,6.3,8.1,10.5,9.9,11,13.3,3,0.595,0.832857143,0.847777778,0.835833333,0.55,0.68
Corcovety,2,2,37,BY(BB),Ballyfarnan,0.3,,,,,,,,,,,,,,
Corcovety,4,3,37,AW,Ballyfarnan,0.47,1.5,6.1,7.6,8,5.8,6.9,7.9,4,0.5175,0.805,0.792777778,0.627916667,0.55,0.42
Corcovety,4,3,37,AX,Ballyfarnan,0.6,2.13,6.8,8.5,10.5,9.5,11,13.1,4,0.765,0.885714286,0.877777778,0.825,0.75,0.72
Corcovety,4,3,37,AY,Ballyfarnan,0.42,1.65,6.9,8.3,10.2,5.8,6.7,8.9,4,0.615,0.925714286,0.875555556,0.815,0.45,0.62
Corcovety,4,3,37,AZ,Ballyfarnan,0.55,0.95,6.6,8,10.1,6,6.6,8.8,4,0.2,0.864285714,0.827777778,0.795833333,0.3,0.56
Corcovety,4,3,37,ET,Ballyfarnan,0.38,1.66,7.2,8.4,10.9,7.7,9.1,11.8,3,0.64,0.974285714,0.891111111,0.876666667,0.7,0.82
Corcovety,4,3,37,GU,Ballyfarnan,0.28,1.76,7.6,8.7,10.5,8,9.1,11.3,3,0.74,1.045714286,0.935555556,0.851666667,0.55,0.66
Corcovety,4,3,37,GV,Ballyfarnan,0.58,1.65,,,,,,,,0.535,,,,,
Corcovety,4,3,37,GY,Ballyfarnan,0.45,1.75,7.6,8,10.7,7.8,9,9.4,4,0.65,1.021428571,0.838888889,0.854166667,0.6,0.32
Corcovety,4,3,37,GZ,Ballyfarnan,0.31,2.04,7.7,8.7,11,8,9.3,11.9,3,0.865,1.055714286,0.932222222,0.890833333,0.65,0.78
Corcovety,1,1,38,EU,Ballyfarnan,0.51,1.46,5.8,6.7,,7.2,7.4,,,0.475,0.755714286,0.687777778,,0.1,
Corcovety,1,1,38,FP,Ballyfarnan,0.62,1.87,7.6,8.9,11.4,13,15.1,17.1,4,0.6275,0.997857143,0.920555556,0.89875,1.05,0.82
Corcovety,1,1,38,FQ,Ballyfarnan,0.52,1.33,7.6,8.8,10.9,8.4,10.2,11.9,4,0.405,1.011428571,0.92,0.865,0.9,0.7
Corcovety,1,1,38,FR,Ballyfarnan,0.51,1.66,7,7.9,10.6,9.1,10.3,12.9,3,0.575,0.927142857,0.821111111,0.840833333,0.6,0.76
Corcovety,1,1,38,FT,Ballyfarnan,0.54,1.38,7.1,8.1,10.8,8.9,10.3,12.5,3,0.42,0.937142857,0.84,0.855,0.7,0.72
Corcovety,1,1,38,FV,Ballyfarnan,0.57,1.86,6.8,7.4,10.2,8.9,9.7,11.4,4,0.645,0.89,0.758888889,0.8025,0.4,0.5
Corcovety,1,1,38,GD,Ballyfarnan,0.52,1.64,7.4,9.1,11.5,9.8,10.8,12.7,4,0.56,0.982857143,0.953333333,0.915,0.5,0.58
Corcovety,1,1,38,GW,Ballyfarnan,0.61,1.44,6,7.8,9.5,8.8,9.7,10.9,4,0.415,0.77,0.798888889,0.740833333,0.45,0.42
Corcovety,1,1,38,GX,Ballyfarnan,0.6,0.77,7.5,8.5,11.2,8.2,9.4,10.9,3,0.085,0.985714286,0.877777778,0.883333333,0.6,0.54
Corcovety,2,2,38,EE,Ballyfarnan,0.5,1.72,7.4,8.4,11.5,8.5,10.1,13.2,3,0.61,0.985714286,0.877777778,0.916666667,0.8,0.94
Corcovety,2,2,38,EF,Ballyfarnan,0.72,1.58,5.7,6.7,8.4,6.4,6.9,7.2,4,0.43,0.711428571,0.664444444,0.64,0.25,0.16
Corcovety,2,2,38,EQ,Ballyfarnan,0.5,1.53,6.2,7.6,9.4,6.6,7.7,8.7,4,0.5175,0.815,0.789444444,0.742083333,0.55,0.42
Corcovety,2,2,38,FX,Ballyfarnan,0.68,2.05,6.9,8.1,10.5,10.1,12,15.2,3,0.685,0.888571429,0.824444444,0.818333333,0.95,1.02
Corcovety,2,2,38,GB,Ballyfarnan,0.54,1.78,6.3,7.4,11.7,10.2,10.8,,4,0.62,0.822857143,0.762222222,0.93,0.3,
Corcovety,2,2,38,GC,Ballyfarnan,0.56,1.4,6.3,7.6,10.5,7.8,9.3,11.5,3,0.42,0.82,0.782222222,0.828333333,0.75,0.74
Corcovety,2,2,38,GM,Ballyfarnan,0.63,1.73,6.7,8.2,9.4,8.1,9.1,10,4,0.55,0.867142857,0.841111111,0.730833333,0.5,0.38
Corcovety,2,2,38,GQ,Ballyfarnan,0.55,1.91,6.2,7,10.2,9.4,11,14.1,4,0.68,0.807142857,0.716666667,0.804166667,0.8,0.94
Corcovety,2,2,38,GU,Ballyfarnan,0.56,1.56,6.3,7.5,9.5,7.6,7.9,,4,0.5,0.82,0.771111111,0.745,0.15,
Corcovety,4,3,38,DP,Ballyfarnan,0.34,2.3,7.5,8.6,11.4,11.8,13.5,14.9,3,0.98,1.022857143,0.917777778,0.921666667,0.85,0.62
Corcovety,4,3,38,EB,Ballyfarnan,0.54,1.84,3.2,,,,,,,0.65,0.38,,,,
Corcovety,4,3,38,EI,Ballyfarnan,0.54,1.68,7.2,8.2,11.1,9.5,10.7,12.5,3,0.57,0.951428571,0.851111111,0.88,0.6,0.6
Corcovety,4,3,38,EJ,Ballyfarnan,0.33,1.33,7,8,11.5,8.8,9.8,11.9,4,0.5,0.952857143,0.852222222,0.930833333,0.5,0.62
Corcovety,4,3,38,EM,Ballyfarnan,0.47,1.43,6.6,7.5,10.6,7.5,8.4,9.7,4,0.48,0.875714286,0.781111111,0.844166667,0.45,0.44
Corcovety,4,3,38,ET,Ballyfarnan,0.43,1.75,6.3,7.5,10.2,7.4,8.6,10.1,3,0.66,0.838571429,0.785555556,0.814166667,0.6,0.54
Corcovety,4,3,38,EX,Ballyfarnan,0.48,2.4,7.5,8.2,11.7,11.4,13.4,14.9,4,0.96,1.002857143,0.857777778,0.935,1,0.7
Corcovety,4,3,38,EY,Ballyfarnan,0.59,1.55,7,8,11.7,8,9.1,10.6,4,0.48,0.915714286,0.823333333,0.925833333,0.55,0.52
Corcovety,4,3,38,FC,Ballyfarnan,0.48,1.43,7,7.8,10.4,8.7,10,11.7,3,0.475,0.931428571,0.813333333,0.826666667,0.65,0.6
Corcovety,1,1,39,AB,Ballyfarnan,0.55,1.77,5.6,6.7,9,6.5,8.7,9.3,4,0.61,0.721428571,0.683333333,0.704166667,1.1,0.56
Corcovety,1,1,39,B,Ballyfarnan,0.36,1.81,7,7.3,9.2,5.7,6.1,8.3,4,0.725,0.948571429,0.771111111,0.736666667,0.2,0.52
Corcovety,1,1,39,CV,Ballyfarnan,0.71,1.86,7.8,8,11,10,11.4,13.6,4,0.575,1.012857143,0.81,0.8575,0.7,0.72
Corcovety,1,1,39,DP,Ballyfarnan,0.66,1.49,6.7,8.1,8.8,3.9,5.5,6.5,4,0.415,0.862857143,0.826666667,0.678333333,0.8,0.52
Corcovety,1,1,39,DT,Ballyfarnan,0.59,1.5,5.9,6.5,8.2,7.8,8.1,8.2,4,0.455,0.758571429,0.656666667,0.634166667,0.15,0.08
Corcovety,1,1,39,ET,Ballyfarnan,0.59,1.82,7.2,7.8,10.3,9.4,10.5,12.9,4,0.6175,0.945,0.801666667,0.809583333,0.55,0.7
Corcovety,1,1,39,EX,Ballyfarnan,0.3,1.37,6.6,9,10.9,7.7,8.7,10.2,4,0.535,0.9,0.966666667,0.883333333,0.5,0.5
Corcovety,1,1,39,V,Ballyfarnan,0.39,0.9,,,,,,,,0.255,,,,,
Corcovety,1,1,39,Z,Ballyfarnan,0.31,1.89,7,8.4,10.2,9.3,10.7,12.4,3,0.79,0.955714286,0.898888889,0.824166667,0.7,0.62
Corcovety,2,2,39,AI,Ballyfarnan,0.25,1.47,5.4,6.3,8.9,6.5,8,9,4,0.61,0.735714286,0.672222222,0.720833333,0.75,0.5
Corcovety,2,2,39,BG,Ballyfarnan,0.31,1.45,6.3,7.6,10.3,9.5,10.6,11,3,0.57,0.855714286,0.81,0.8325,0.55,0.3
Corcovety,2,2,39,BK,Ballyfarnan,0.29,1.51,5.7,6.9,9.8,7.6,8.8,10.6,4,0.61,0.772857143,0.734444444,0.7925,0.6,0.6
Corcovety,2,2,39,BO,Ballyfarnan,0.29,1.14,5.9,7.2,8.9,5.6,6.9,7.1,4,0.425,0.801428571,0.767777778,0.7175,0.65,0.3
Corcovety,2,2,39,E,Ballyfarnan,0.3,1.66,6.5,7.8,9.6,9.1,10.9,13.5,4,0.68,0.885714286,0.833333333,0.775,0.9,0.88
Corcovety,2,2,39,M,Ballyfarnan,0.49,1.34,6.1,7.8,10.6,7.2,8.2,10,4,0.425,0.801428571,0.812222222,0.8425,0.5,0.56
Corcovety,2,2,39,Q,Ballyfarnan,0.56,1.36,6.4,7,9.7,8,9.3,11.1,3,0.4025,0.835,0.716111111,0.762083333,0.65,0.62
Corcovety,2,2,39,S,Ballyfarnan,0.41,1.67,6.3,7.3,9.9,10.1,12.1,14.5,3,0.63,0.841428571,0.765555556,0.790833333,1,0.88
Corcovety,2,2,39,T,Ballyfarnan,0.72,1.7,7.5,8.6,11.6,11,12.2,15.7,3,0.49,0.968571429,0.875555556,0.906666667,0.6,0.94
Corcovety,3,3,39,BP,Ballyfarnan,0.52,1.67,6.5,8.4,11,11,13,16.6,4,0.575,0.854285714,0.875555556,0.873333333,1,1.12
Corcovety,3,3,39,BT,Ballyfarnan,0.6,0.6,,,,,,,,,,,,,
Corcovety,3,3,39,CJ,Ballyfarnan,0.75,1.74,6.6,8,10.5,7.6,8.9,10.2,4,0.495,0.835714286,0.805555556,0.8125,0.65,0.52
Corcovety,3,3,39,CN,Ballyfarnan,0.57,1.44,5.8,7.1,9.6,8.3,9.5,11.4,4,0.435,0.747142857,0.725555556,0.7525,0.6,0.62
Corcovety,3,3,39,CR,Ballyfarnan,0.72,2.04,6.6,8.2,10.6,8.9,10.5,12.2,3,0.66,0.84,0.831111111,0.823333333,0.8,0.66
Corcovety,3,3,39,CZ,Ballyfarnan,0.48,1.38,5.2,6.6,10.4,6.4,7.6,9.3,4,0.45,0.674285714,0.68,0.826666667,0.6,0.58
Corcovety,3,3,39,DD,Ballyfarnan,0.59,1.83,6.5,8.3,11.2,9.9,11.3,14.3,4,0.62,0.844285714,0.856666667,0.884166667,0.7,0.88
Corcovety,3,3,39,ES,Ballyfarnan,0.49,1.1,5.3,7.1,9.6,6,7.2,8.9,4,0.305,0.687142857,0.734444444,0.759166667,0.6,0.58
